scenario,mae,slope,intercept
mean_impute,0.020822294146823357,-0.04752445221340621,0.001993814918707528
median_impute,0.020822294146823357,-0.04752445221340621,0.001993814918707528
drop_missing,0.020822294146823357,-0.04752445221340621,0.001993814918707528
