date,ticker,sector,close
2021-10-22 13:30:00,XLC,Communication Services,80.37999725341797
2021-10-25 13:30:00,XLC,Communication Services,80.7300033569336
2021-10-26 13:30:00,XLC,Communication Services,80.01000213623047
2021-10-27 13:30:00,XLC,Communication Services,79.79000091552734
2021-10-28 13:30:00,XLC,Communication Services,80.05000305175781
2021-10-29 13:30:00,XLC,Communication Services,80.30000305175781
2021-11-01 13:30:00,XLC,Communication Services,80.43000030517578
2021-11-02 13:30:00,XLC,Communication Services,80.44000244140625
2021-11-03 13:30:00,XLC,Communication Services,80.7300033569336
2021-11-04 13:30:00,XLC,Communication Services,81.05000305175781
2021-11-05 13:30:00,XLC,Communication Services,81.69999694824219
2021-11-08 14:30:00,XLC,Communication Services,81.33999633789062
2021-11-09 14:30:00,XLC,Communication Services,81.13999938964844
2021-11-10 14:30:00,XLC,Communication Services,80.22000122070312
2021-11-11 14:30:00,XLC,Communication Services,80.05999755859375
2021-11-12 14:30:00,XLC,Communication Services,81.2300033569336
2021-11-15 14:30:00,XLC,Communication Services,81.45999908447266
2021-11-16 14:30:00,XLC,Communication Services,80.8499984741211
2021-11-17 14:30:00,XLC,Communication Services,80.54000091552734
2021-11-18 14:30:00,XLC,Communication Services,79.95999908447266
2021-11-19 14:30:00,XLC,Communication Services,79.69000244140625
2021-11-22 14:30:00,XLC,Communication Services,78.72000122070312
2021-11-23 14:30:00,XLC,Communication Services,78.51000213623047
2021-11-24 14:30:00,XLC,Communication Services,78.62000274658203
2021-11-26 14:30:00,XLC,Communication Services,77.18000030517578
2021-11-29 14:30:00,XLC,Communication Services,77.83999633789062
2021-11-30 14:30:00,XLC,Communication Services,75.37000274658203
2021-12-01 14:30:00,XLC,Communication Services,73.62999725341797
2021-12-02 14:30:00,XLC,Communication Services,74.87000274658203
2021-12-03 14:30:00,XLC,Communication Services,74.69999694824219
2021-12-06 14:30:00,XLC,Communication Services,75.93000030517578
2021-12-07 14:30:00,XLC,Communication Services,76.70999908447266
2021-12-08 14:30:00,XLC,Communication Services,77.2699966430664
2021-12-09 14:30:00,XLC,Communication Services,76.66000366210938
2021-12-10 14:30:00,XLC,Communication Services,76.69999694824219
2021-12-13 14:30:00,XLC,Communication Services,76.30000305175781
2021-12-14 14:30:00,XLC,Communication Services,76.0999984741211
2021-12-15 14:30:00,XLC,Communication Services,76.9000015258789
2021-12-16 14:30:00,XLC,Communication Services,76.79000091552734
2021-12-17 14:30:00,XLC,Communication Services,76.4800033569336
2021-12-20 14:30:00,XLC,Communication Services,75.79000091552734
2021-12-21 14:30:00,XLC,Communication Services,77.2300033569336
2021-12-22 14:30:00,XLC,Communication Services,77.41999816894531
2021-12-23 14:30:00,XLC,Communication Services,78.11000061035156
2021-12-27 14:30:00,XLC,Communication Services,78.87000274658203
2021-12-28 14:30:00,XLC,Communication Services,78.83000183105469
2021-12-29 14:30:00,XLC,Communication Services,78.44000244140625
2021-12-30 14:30:00,XLC,Communication Services,78.7699966430664
2021-12-31 14:30:00,XLC,Communication Services,77.68000030517578
2022-01-03 14:30:00,XLC,Communication Services,78.22000122070312
2022-01-04 14:30:00,XLC,Communication Services,78.05000305175781
2022-01-05 14:30:00,XLC,Communication Services,76.08999633789062
2022-01-06 14:30:00,XLC,Communication Services,76.43000030517578
2022-01-07 14:30:00,XLC,Communication Services,76.44000244140625
2022-01-10 14:30:00,XLC,Communication Services,75.95999908447266
2022-01-11 14:30:00,XLC,Communication Services,76.91000366210938
2022-01-12 14:30:00,XLC,Communication Services,77.01000213623047
2022-01-13 14:30:00,XLC,Communication Services,76.20999908447266
2022-01-14 14:30:00,XLC,Communication Services,76.55999755859375
2022-01-18 14:30:00,XLC,Communication Services,75.62999725341797
2022-01-19 14:30:00,XLC,Communication Services,75.5
2022-01-20 14:30:00,XLC,Communication Services,74.75
2022-01-21 14:30:00,XLC,Communication Services,72.22000122070312
2022-01-24 14:30:00,XLC,Communication Services,72.75
2022-01-25 14:30:00,XLC,Communication Services,71.26000213623047
2022-01-26 14:30:00,XLC,Communication Services,70.22000122070312
2022-01-27 14:30:00,XLC,Communication Services,70.30000305175781
2022-01-28 14:30:00,XLC,Communication Services,72.30999755859375
2022-01-31 14:30:00,XLC,Communication Services,73.94999694824219
2022-02-01 14:30:00,XLC,Communication Services,74.58999633789062
2022-02-02 14:30:00,XLC,Communication Services,76.08000183105469
2022-02-03 14:30:00,XLC,Communication Services,70.98999786376953
2022-02-04 14:30:00,XLC,Communication Services,71.16999816894531
2022-02-07 14:30:00,XLC,Communication Services,69.93000030517578
2022-02-08 14:30:00,XLC,Communication Services,69.9000015258789
2022-02-09 14:30:00,XLC,Communication Services,71.87000274658203
2022-02-10 14:30:00,XLC,Communication Services,70.83999633789062
2022-02-11 14:30:00,XLC,Communication Services,69.30999755859375
2022-02-14 14:30:00,XLC,Communication Services,69.31999969482422
2022-02-15 14:30:00,XLC,Communication Services,70.29000091552734
2022-02-16 14:30:00,XLC,Communication Services,69.80000305175781
2022-02-17 14:30:00,XLC,Communication Services,67.94000244140625
2022-02-18 14:30:00,XLC,Communication Services,67.41000366210938
2022-02-22 14:30:00,XLC,Communication Services,66.72000122070312
2022-02-23 14:30:00,XLC,Communication Services,65.5999984741211
2022-02-24 14:30:00,XLC,Communication Services,67.44000244140625
2022-02-25 14:30:00,XLC,Communication Services,68.52999877929688
2022-02-28 14:30:00,XLC,Communication Services,68.44999694824219
2022-03-01 14:30:00,XLC,Communication Services,67.58999633789062
2022-03-02 14:30:00,XLC,Communication Services,68.16999816894531
2022-03-03 14:30:00,XLC,Communication Services,67.45999908447266
2022-03-04 14:30:00,XLC,Communication Services,66.48999786376953
2022-03-07 14:30:00,XLC,Communication Services,64.27999877929688
2022-03-08 14:30:00,XLC,Communication Services,64.12000274658203
2022-03-09 14:30:00,XLC,Communication Services,66.04000091552734
2022-03-10 14:30:00,XLC,Communication Services,65.55000305175781
2022-03-11 14:30:00,XLC,Communication Services,64.37000274658203
2022-03-14 13:30:00,XLC,Communication Services,63.619998931884766
2022-03-15 13:30:00,XLC,Communication Services,64.83999633789062
2022-03-16 13:30:00,XLC,Communication Services,66.62999725341797
2022-03-17 13:30:00,XLC,Communication Services,67.3499984741211
2022-03-18 13:30:00,XLC,Communication Services,68.2300033569336
2022-03-21 13:30:00,XLC,Communication Services,67.41999816894531
2022-03-22 13:30:00,XLC,Communication Services,68.68000030517578
2022-03-23 13:30:00,XLC,Communication Services,67.73999786376953
2022-03-24 13:30:00,XLC,Communication Services,68.8499984741211
2022-03-25 13:30:00,XLC,Communication Services,69.18000030517578
2022-03-28 13:30:00,XLC,Communication Services,69.4000015258789
2022-03-29 13:30:00,XLC,Communication Services,70.61000061035156
2022-03-30 13:30:00,XLC,Communication Services,70.11000061035156
2022-03-31 13:30:00,XLC,Communication Services,68.77999877929688
2022-04-01 13:30:00,XLC,Communication Services,69.29000091552734
2022-04-04 13:30:00,XLC,Communication Services,71.19999694824219
2022-04-05 13:30:00,XLC,Communication Services,70.29000091552734
2022-04-06 13:30:00,XLC,Communication Services,68.9800033569336
2022-04-07 13:30:00,XLC,Communication Services,68.37999725341797
2022-04-08 13:30:00,XLC,Communication Services,68.08000183105469
2022-04-11 13:30:00,XLC,Communication Services,67.19999694824219
2022-04-12 13:30:00,XLC,Communication Services,66.6500015258789
2022-04-13 13:30:00,XLC,Communication Services,67.62999725341797
2022-04-14 13:30:00,XLC,Communication Services,66.4800033569336
2022-04-18 13:30:00,XLC,Communication Services,66.26000213623047
2022-04-19 13:30:00,XLC,Communication Services,67.58000183105469
2022-04-20 13:30:00,XLC,Communication Services,64.6500015258789
2022-04-21 13:30:00,XLC,Communication Services,62.810001373291016
2022-04-22 13:30:00,XLC,Communication Services,61.31999969482422
2022-04-25 13:30:00,XLC,Communication Services,62.15999984741211
2022-04-26 13:30:00,XLC,Communication Services,60.119998931884766
2022-04-27 13:30:00,XLC,Communication Services,58.779998779296875
2022-04-28 13:30:00,XLC,Communication Services,61.130001068115234
2022-04-29 13:30:00,XLC,Communication Services,59.060001373291016
2022-05-02 13:30:00,XLC,Communication Services,60.689998626708984
2022-05-03 13:30:00,XLC,Communication Services,60.849998474121094
2022-05-04 13:30:00,XLC,Communication Services,62.939998626708984
2022-05-05 13:30:00,XLC,Communication Services,60.619998931884766
2022-05-06 13:30:00,XLC,Communication Services,59.369998931884766
2022-05-09 13:30:00,XLC,Communication Services,57.83000183105469
2022-05-10 13:30:00,XLC,Communication Services,58.09000015258789
2022-05-11 13:30:00,XLC,Communication Services,57.040000915527344
2022-05-12 13:30:00,XLC,Communication Services,57.65999984741211
2022-05-13 13:30:00,XLC,Communication Services,59.0099983215332
2022-05-16 13:30:00,XLC,Communication Services,58.630001068115234
2022-05-17 13:30:00,XLC,Communication Services,59.90999984741211
2022-05-18 13:30:00,XLC,Communication Services,57.95000076293945
2022-05-19 13:30:00,XLC,Communication Services,57.869998931884766
2022-05-20 13:30:00,XLC,Communication Services,58.02000045776367
2022-05-23 13:30:00,XLC,Communication Services,58.88999938964844
2022-05-24 13:30:00,XLC,Communication Services,56.79999923706055
2022-05-25 13:30:00,XLC,Communication Services,57.560001373291016
2022-05-26 13:30:00,XLC,Communication Services,58.959999084472656
2022-05-27 13:30:00,XLC,Communication Services,60.220001220703125
2022-05-31 13:30:00,XLC,Communication Services,60.18000030517578
2022-06-01 13:30:00,XLC,Communication Services,59.4900016784668
2022-06-02 13:30:00,XLC,Communication Services,60.939998626708984
2022-06-03 13:30:00,XLC,Communication Services,59.619998931884766
2022-06-06 13:30:00,XLC,Communication Services,59.91999816894531
2022-06-07 13:30:00,XLC,Communication Services,60.349998474121094
2022-06-08 13:30:00,XLC,Communication Services,60.189998626708984
2022-06-09 13:30:00,XLC,Communication Services,58.34000015258789
2022-06-10 13:30:00,XLC,Communication Services,56.709999084472656
2022-06-13 13:30:00,XLC,Communication Services,54.029998779296875
2022-06-14 13:30:00,XLC,Communication Services,53.880001068115234
2022-06-15 13:30:00,XLC,Communication Services,55.09000015258789
2022-06-16 13:30:00,XLC,Communication Services,53.08000183105469
2022-06-17 13:30:00,XLC,Communication Services,53.84000015258789
2022-06-21 13:30:00,XLC,Communication Services,54.09000015258789
2022-06-22 13:30:00,XLC,Communication Services,54.18000030517578
2022-06-23 13:30:00,XLC,Communication Services,54.849998474121094
2022-06-24 13:30:00,XLC,Communication Services,56.939998626708984
2022-06-27 13:30:00,XLC,Communication Services,56.400001525878906
2022-06-28 13:30:00,XLC,Communication Services,54.7599983215332
2022-06-29 13:30:00,XLC,Communication Services,54.93000030517578
2022-06-30 13:30:00,XLC,Communication Services,54.27000045776367
2022-07-01 13:30:00,XLC,Communication Services,54.81999969482422
2022-07-05 13:30:00,XLC,Communication Services,56.09000015258789
2022-07-06 13:30:00,XLC,Communication Services,56.099998474121094
2022-07-07 13:30:00,XLC,Communication Services,56.97999954223633
2022-07-08 13:30:00,XLC,Communication Services,56.709999084472656
2022-07-11 13:30:00,XLC,Communication Services,54.9900016784668
2022-07-12 13:30:00,XLC,Communication Services,54.959999084472656
2022-07-13 13:30:00,XLC,Communication Services,54.709999084472656
2022-07-14 13:30:00,XLC,Communication Services,54.02000045776367
2022-07-15 13:30:00,XLC,Communication Services,55.40999984741211
2022-07-18 13:30:00,XLC,Communication Services,55.130001068115234
2022-07-19 13:30:00,XLC,Communication Services,57.09000015258789
2022-07-20 13:30:00,XLC,Communication Services,58.029998779296875
2022-07-21 13:30:00,XLC,Communication Services,58.0
2022-07-22 13:30:00,XLC,Communication Services,55.9900016784668
2022-07-25 13:30:00,XLC,Communication Services,55.79999923706055
2022-07-26 13:30:00,XLC,Communication Services,54.68000030517578
2022-07-27 13:30:00,XLC,Communication Services,56.9900016784668
2022-07-28 13:30:00,XLC,Communication Services,56.34000015258789
2022-07-29 13:30:00,XLC,Communication Services,56.369998931884766
2022-08-01 13:30:00,XLC,Communication Services,56.290000915527344
2022-08-02 13:30:00,XLC,Communication Services,56.20000076293945
2022-08-03 13:30:00,XLC,Communication Services,57.54999923706055
2022-08-04 13:30:00,XLC,Communication Services,57.79999923706055
2022-08-05 13:30:00,XLC,Communication Services,57.09000015258789
2022-08-08 13:30:00,XLC,Communication Services,57.41999816894531
2022-08-09 13:30:00,XLC,Communication Services,56.86000061035156
2022-08-10 13:30:00,XLC,Communication Services,58.459999084472656
2022-08-11 13:30:00,XLC,Communication Services,58.52000045776367
2022-08-12 13:30:00,XLC,Communication Services,59.560001373291016
2022-08-15 13:30:00,XLC,Communication Services,59.77000045776367
2022-08-16 13:30:00,XLC,Communication Services,59.88999938964844
2022-08-17 13:30:00,XLC,Communication Services,58.72999954223633
2022-08-18 13:30:00,XLC,Communication Services,58.63999938964844
2022-08-19 13:30:00,XLC,Communication Services,57.689998626708984
2022-08-22 13:30:00,XLC,Communication Services,56.040000915527344
2022-08-23 13:30:00,XLC,Communication Services,55.560001373291016
2022-08-24 13:30:00,XLC,Communication Services,55.88999938964844
2022-08-25 13:30:00,XLC,Communication Services,56.97999954223633
2022-08-26 13:30:00,XLC,Communication Services,55.15999984741211
2022-08-29 13:30:00,XLC,Communication Services,54.72999954223633
2022-08-30 13:30:00,XLC,Communication Services,54.25
2022-08-31 13:30:00,XLC,Communication Services,54.380001068115234
2022-09-01 13:30:00,XLC,Communication Services,54.880001068115234
2022-09-02 13:30:00,XLC,Communication Services,53.84000015258789
2022-09-06 13:30:00,XLC,Communication Services,53.16999816894531
2022-09-07 13:30:00,XLC,Communication Services,54.2400016784668
2022-09-08 13:30:00,XLC,Communication Services,54.11000061035156
2022-09-09 13:30:00,XLC,Communication Services,55.619998931884766
2022-09-12 13:30:00,XLC,Communication Services,55.90999984741211
2022-09-13 13:30:00,XLC,Communication Services,52.84000015258789
2022-09-14 13:30:00,XLC,Communication Services,52.93000030517578
2022-09-15 13:30:00,XLC,Communication Services,52.70000076293945
2022-09-16 13:30:00,XLC,Communication Services,52.13999938964844
2022-09-19 13:30:00,XLC,Communication Services,52.33000183105469
2022-09-20 13:30:00,XLC,Communication Services,51.52000045776367
2022-09-21 13:30:00,XLC,Communication Services,50.2599983215332
2022-09-22 13:30:00,XLC,Communication Services,50.08000183105469
2022-09-23 13:30:00,XLC,Communication Services,49.11000061035156
2022-09-26 13:30:00,XLC,Communication Services,48.310001373291016
2022-09-27 13:30:00,XLC,Communication Services,48.04999923706055
2022-09-28 13:30:00,XLC,Communication Services,49.689998626708984
2022-09-29 13:30:00,XLC,Communication Services,48.47999954223633
2022-09-30 13:30:00,XLC,Communication Services,47.88999938964844
2022-10-03 13:30:00,XLC,Communication Services,49.22999954223633
2022-10-04 13:30:00,XLC,Communication Services,50.7400016784668
2022-10-05 13:30:00,XLC,Communication Services,50.349998474121094
2022-10-06 13:30:00,XLC,Communication Services,50.08000183105469
2022-10-07 13:30:00,XLC,Communication Services,48.72999954223633
2022-10-10 13:30:00,XLC,Communication Services,48.599998474121094
2022-10-11 13:30:00,XLC,Communication Services,47.689998626708984
2022-10-12 13:30:00,XLC,Communication Services,47.630001068115234
2022-10-13 13:30:00,XLC,Communication Services,48.779998779296875
2022-10-14 13:30:00,XLC,Communication Services,47.97999954223633
2022-10-17 13:30:00,XLC,Communication Services,49.29999923706055
2022-10-18 13:30:00,XLC,Communication Services,49.66999816894531
2022-10-19 13:30:00,XLC,Communication Services,49.709999084472656
2022-10-20 13:30:00,XLC,Communication Services,49.83000183105469
2022-10-21 13:30:00,XLC,Communication Services,50.150001525878906
2022-10-24 13:30:00,XLC,Communication Services,50.5
2022-10-25 13:30:00,XLC,Communication Services,51.84000015258789
2022-10-26 13:30:00,XLC,Communication Services,50.20000076293945
2022-10-27 13:30:00,XLC,Communication Services,47.81999969482422
2022-10-28 13:30:00,XLC,Communication Services,49.029998779296875
2022-10-31 13:30:00,XLC,Communication Services,48.209999084472656
2022-11-01 13:30:00,XLC,Communication Services,47.900001525878906
2022-11-02 13:30:00,XLC,Communication Services,46.54999923706055
2022-11-03 13:30:00,XLC,Communication Services,45.40999984741211
2022-11-04 13:30:00,XLC,Communication Services,45.720001220703125
2022-11-07 14:30:00,XLC,Communication Services,46.540000915527344
2022-11-08 14:30:00,XLC,Communication Services,46.59000015258789
2022-11-09 14:30:00,XLC,Communication Services,45.959999084472656
2022-11-10 14:30:00,XLC,Communication Services,48.7400016784668
2022-11-11 14:30:00,XLC,Communication Services,50.02000045776367
2022-11-14 14:30:00,XLC,Communication Services,49.81999969482422
2022-11-15 14:30:00,XLC,Communication Services,50.560001373291016
2022-11-16 14:30:00,XLC,Communication Services,50.060001373291016
2022-11-17 14:30:00,XLC,Communication Services,49.68000030517578
2022-11-18 14:30:00,XLC,Communication Services,49.529998779296875
2022-11-21 14:30:00,XLC,Communication Services,49.119998931884766
2022-11-22 14:30:00,XLC,Communication Services,49.849998474121094
2022-11-23 14:30:00,XLC,Communication Services,50.47999954223633
2022-11-25 14:30:00,XLC,Communication Services,50.20000076293945
2022-11-28 14:30:00,XLC,Communication Services,49.400001525878906
2022-11-29 14:30:00,XLC,Communication Services,49.41999816894531
2022-11-30 14:30:00,XLC,Communication Services,51.5099983215332
2022-12-01 14:30:00,XLC,Communication Services,51.810001373291016
2022-12-02 14:30:00,XLC,Communication Services,51.939998626708984
2022-12-05 14:30:00,XLC,Communication Services,51.119998931884766
2022-12-06 14:30:00,XLC,Communication Services,49.650001525878906
2022-12-07 14:30:00,XLC,Communication Services,49.400001525878906
2022-12-08 14:30:00,XLC,Communication Services,49.29999923706055
2022-12-09 14:30:00,XLC,Communication Services,49.439998626708984
2022-12-12 14:30:00,XLC,Communication Services,49.83000183105469
2022-12-13 14:30:00,XLC,Communication Services,50.66999816894531
2022-12-14 14:30:00,XLC,Communication Services,50.0099983215332
2022-12-15 14:30:00,XLC,Communication Services,48.060001373291016
2022-12-16 14:30:00,XLC,Communication Services,48.04999923706055
2022-12-19 14:30:00,XLC,Communication Services,46.810001373291016
2022-12-20 14:30:00,XLC,Communication Services,47.130001068115234
2022-12-21 14:30:00,XLC,Communication Services,47.75
2022-12-22 14:30:00,XLC,Communication Services,47.34000015258789
2022-12-23 14:30:00,XLC,Communication Services,47.79999923706055
2022-12-27 14:30:00,XLC,Communication Services,47.369998931884766
2022-12-28 14:30:00,XLC,Communication Services,46.68000030517578
2022-12-29 14:30:00,XLC,Communication Services,47.970001220703125
2022-12-30 14:30:00,XLC,Communication Services,47.9900016784668
2023-01-03 14:30:00,XLC,Communication Services,48.61000061035156
2023-01-04 14:30:00,XLC,Communication Services,49.52000045776367
2023-01-05 14:30:00,XLC,Communication Services,49.59000015258789
2023-01-06 14:30:00,XLC,Communication Services,50.400001525878906
2023-01-09 14:30:00,XLC,Communication Services,50.47999954223633
2023-01-10 14:30:00,XLC,Communication Services,51.2400016784668
2023-01-11 14:30:00,XLC,Communication Services,51.61000061035156
2023-01-12 14:30:00,XLC,Communication Services,52.18000030517578
2023-01-13 14:30:00,XLC,Communication Services,52.349998474121094
2023-01-17 14:30:00,XLC,Communication Services,51.86000061035156
2023-01-18 14:30:00,XLC,Communication Services,51.22999954223633
2023-01-19 14:30:00,XLC,Communication Services,51.4900016784668
2023-01-20 14:30:00,XLC,Communication Services,53.099998474121094
2023-01-23 14:30:00,XLC,Communication Services,54.029998779296875
2023-01-24 14:30:00,XLC,Communication Services,53.880001068115234
2023-01-25 14:30:00,XLC,Communication Services,54.06999969482422
2023-01-26 14:30:00,XLC,Communication Services,54.90999984741211
2023-01-27 14:30:00,XLC,Communication Services,55.290000915527344
2023-01-30 14:30:00,XLC,Communication Services,54.41999816894531
2023-01-31 14:30:00,XLC,Communication Services,55.08000183105469
2023-02-01 14:30:00,XLC,Communication Services,55.72999954223633
2023-02-02 14:30:00,XLC,Communication Services,59.38999938964844
2023-02-03 14:30:00,XLC,Communication Services,58.20000076293945
2023-02-06 14:30:00,XLC,Communication Services,57.5
2023-02-07 14:30:00,XLC,Communication Services,58.56999969482422
2023-02-08 14:30:00,XLC,Communication Services,56.72999954223633
2023-02-09 14:30:00,XLC,Communication Services,55.4900016784668
2023-02-10 14:30:00,XLC,Communication Services,54.959999084472656
2023-02-13 14:30:00,XLC,Communication Services,55.7400016784668
2023-02-14 14:30:00,XLC,Communication Services,55.7599983215332
2023-02-15 14:30:00,XLC,Communication Services,56.27000045776367
2023-02-16 14:30:00,XLC,Communication Services,55.40999984741211
2023-02-17 14:30:00,XLC,Communication Services,55.349998474121094
2023-02-21 14:30:00,XLC,Communication Services,54.130001068115234
2023-02-22 14:30:00,XLC,Communication Services,54.2400016784668
2023-02-23 14:30:00,XLC,Communication Services,53.9900016784668
2023-02-24 14:30:00,XLC,Communication Services,53.2400016784668
2023-02-27 14:30:00,XLC,Communication Services,53.40999984741211
2023-02-28 14:30:00,XLC,Communication Services,53.5
2023-03-01 14:30:00,XLC,Communication Services,53.09000015258789
2023-03-02 14:30:00,XLC,Communication Services,53.59000015258789
2023-03-03 14:30:00,XLC,Communication Services,54.7599983215332
2023-03-06 14:30:00,XLC,Communication Services,54.7599983215332
2023-03-07 14:30:00,XLC,Communication Services,54.20000076293945
2023-03-08 14:30:00,XLC,Communication Services,54.22999954223633
2023-03-09 14:30:00,XLC,Communication Services,53.0099983215332
2023-03-10 14:30:00,XLC,Communication Services,52.2599983215332
2023-03-13 13:30:00,XLC,Communication Services,52.2599983215332
2023-03-14 13:30:00,XLC,Communication Services,53.7400016784668
2023-03-15 13:30:00,XLC,Communication Services,54.31999969482422
2023-03-16 13:30:00,XLC,Communication Services,55.540000915527344
2023-03-17 13:30:00,XLC,Communication Services,55.0099983215332
2023-03-20 13:30:00,XLC,Communication Services,55.27000045776367
2023-03-21 13:30:00,XLC,Communication Services,56.45000076293945
2023-03-22 13:30:00,XLC,Communication Services,55.459999084472656
2023-03-23 13:30:00,XLC,Communication Services,56.36000061035156
2023-03-24 13:30:00,XLC,Communication Services,56.650001525878906
2023-03-27 13:30:00,XLC,Communication Services,56.33000183105469
2023-03-28 13:30:00,XLC,Communication Services,55.869998931884766
2023-03-29 13:30:00,XLC,Communication Services,56.61000061035156
2023-03-30 13:30:00,XLC,Communication Services,56.880001068115234
2023-03-31 13:30:00,XLC,Communication Services,57.970001220703125
2023-04-03 13:30:00,XLC,Communication Services,58.209999084472656
2023-04-04 13:30:00,XLC,Communication Services,58.38999938964844
2023-04-05 13:30:00,XLC,Communication Services,58.20000076293945
2023-04-06 13:30:00,XLC,Communication Services,58.93000030517578
2023-04-10 13:30:00,XLC,Communication Services,58.79999923706055
2023-04-11 13:30:00,XLC,Communication Services,58.650001525878906
2023-04-12 13:30:00,XLC,Communication Services,58.040000915527344
2023-04-13 13:30:00,XLC,Communication Services,59.25
2023-04-14 13:30:00,XLC,Communication Services,59.22999954223633
2023-04-17 13:30:00,XLC,Communication Services,58.88999938964844
2023-04-18 13:30:00,XLC,Communication Services,58.59000015258789
2023-04-19 13:30:00,XLC,Communication Services,58.150001525878906
2023-04-20 13:30:00,XLC,Communication Services,57.54999923706055
2023-04-21 13:30:00,XLC,Communication Services,57.689998626708984
2023-04-24 13:30:00,XLC,Communication Services,57.630001068115234
2023-04-25 13:30:00,XLC,Communication Services,56.72999954223633
2023-04-26 13:30:00,XLC,Communication Services,56.130001068115234
2023-04-27 13:30:00,XLC,Communication Services,59.38999938964844
2023-04-28 13:30:00,XLC,Communication Services,59.900001525878906
2023-05-01 13:30:00,XLC,Communication Services,59.88999938964844
2023-05-02 13:30:00,XLC,Communication Services,58.779998779296875
2023-05-03 13:30:00,XLC,Communication Services,58.54999923706055
2023-05-04 13:30:00,XLC,Communication Services,57.61000061035156
2023-05-05 13:30:00,XLC,Communication Services,58.33000183105469
2023-05-08 13:30:00,XLC,Communication Services,58.91999816894531
2023-05-09 13:30:00,XLC,Communication Services,58.54999923706055
2023-05-10 13:30:00,XLC,Communication Services,59.06999969482422
2023-05-11 13:30:00,XLC,Communication Services,59.65999984741211
2023-05-12 13:30:00,XLC,Communication Services,59.709999084472656
2023-05-15 13:30:00,XLC,Communication Services,59.9900016784668
2023-05-16 13:30:00,XLC,Communication Services,59.91999816894531
2023-05-17 13:30:00,XLC,Communication Services,60.650001525878906
2023-05-18 13:30:00,XLC,Communication Services,61.7400016784668
2023-05-19 13:30:00,XLC,Communication Services,61.40999984741211
2023-05-22 13:30:00,XLC,Communication Services,61.970001220703125
2023-05-23 13:30:00,XLC,Communication Services,61.20000076293945
2023-05-24 13:30:00,XLC,Communication Services,60.91999816894531
2023-05-25 13:30:00,XLC,Communication Services,60.91999816894531
2023-05-26 13:30:00,XLC,Communication Services,62.15999984741211
2023-05-30 13:30:00,XLC,Communication Services,62.2599983215332
2023-05-31 13:30:00,XLC,Communication Services,62.2400016784668
2023-06-01 13:30:00,XLC,Communication Services,63.08000183105469
2023-06-02 13:30:00,XLC,Communication Services,63.15999984741211
2023-06-05 13:30:00,XLC,Communication Services,63.31999969482422
2023-06-06 13:30:00,XLC,Communication Services,63.58000183105469
2023-06-07 13:30:00,XLC,Communication Services,62.869998931884766
2023-06-08 13:30:00,XLC,Communication Services,63.189998626708984
2023-06-09 13:30:00,XLC,Communication Services,63.209999084472656
2023-06-12 13:30:00,XLC,Communication Services,63.959999084472656
2023-06-13 13:30:00,XLC,Communication Services,64.16999816894531
2023-06-14 13:30:00,XLC,Communication Services,64.27999877929688
2023-06-15 13:30:00,XLC,Communication Services,65.30000305175781
